RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,TransactionFrequency,AvgTransactionAmount,ComplaintsFiled,CustomerSatisfaction,HasLoan
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,15,1603.1461815252997,0,4,1
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,18,1122.9463261204928,1,4,1
244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,22,6192.667167730948,0,1,1
245,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,19,1429.948321860596,0,3,0
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,20,4543.564931130938,1,2,0
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,13,7022.590895945839,1,3,0
248,15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,0,20,6493.369712189358,1,3,1
249,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,17,3670.8290241028126,0,4,0
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,16,1822.9937271836548,1,1,0
251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,14,6018.989723311057,0,3,0
252,15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,21,7684.513565720361,0,3,0
253,15793726,Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,0,24,3675.523842668753,0,5,1
254,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,13,3393.374283185767,1,5,0
255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,21,3950.196074262003,0,5,0
256,15765297,Yao,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,19,6143.217421614231,1,5,0
257,15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34,0,17,7457.0352128298255,1,5,0
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,22,2520.7863772389555,1,3,0
259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,21,2003.4363813506939,1,5,0
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,13,9679.992643864896,2,4,1
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,16,4645.354424219922,1,3,0
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,15,5505.785591380619,0,5,0
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,12,3616.138318764722,0,4,0
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,13,5979.924618905432,0,3,0
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,25,6920.121749403045,0,3,0
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,15,5599.59234314586,2,4,0
267,15653857,Wallis,498,France,Male,34,2,0.0,2,1,1,148528.24,0,28,8481.716154028869,1,5,0
268,15777076,Clark,651,France,Male,36,7,0.0,2,1,0,13898.31,0,21,4346.510820117816,0,4,0
269,15717398,Fielding,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,24,4474.235053929247,1,2,0
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,18,5462.812702554831,1,3,0
271,15787071,Dulhunty,650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,20,5929.923291012194,0,4,0
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,14,5455.894524125219,1,1,0
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,17,2431.169946089818,0,5,0
274,15725166,Newton,707,France,Male,30,8,0.0,2,1,0,33159.37,0,15,5625.030332391123,0,5,1
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,20,4251.652830393125,0,4,0
276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,18,3838.045971850709,0,5,0
277,15694456,Toscani,756,France,Male,62,3,0.0,1,1,1,11199.04,1,17,5064.964109506487,4,2,0
278,15767339,Chiazagomekpere,777,France,Female,53,10,0.0,2,1,0,189992.97,0,16,3076.954625341571,1,3,0
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,24,2729.2173522535372,0,4,0
280,15782210,K'ung,714,France,Male,46,1,0.0,1,1,0,152167.79,1,20,100.0,0,3,0
281,15668893,Wilsmore,782,France,Male,39,8,0.0,2,1,1,33949.67,0,18,8494.474657019782,1,4,1
282,15669169,Hargreaves,775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,14,6111.462638206005,0,4,1
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,29,4766.4717573873895,1,2,1
284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,21,3665.553526226704,2,4,0
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,16,100.0,0,3,1
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,15,3542.9422475570314,1,5,1
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,22,6431.732674328152,1,5,1
288,15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,18,6884.348607187738,0,5,0
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,18,6284.583987206603,1,5,0
290,15697307,Nnachetam,588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,19,5316.783911504937,1,4,0
291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,19,7607.7482918627575,0,3,0
292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,23,4342.92555582292,1,5,0
293,15655774,Booth,583,France,Male,27,7,0.0,2,1,0,51285.49,0,18,7170.377832268723,3,4,1
294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,27,4230.835112559575,3,2,1
295,15785819,Shao,681,France,Male,38,3,0.0,2,1,1,112491.96,0,22,3237.7173822444756,0,3,1
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,22,2988.574039154958,0,3,1
297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,15,2871.0071576540945,0,3,0
298,15684173,Chang,687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,16,6318.13605760497,3,2,0
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,18,3514.508857805843,2,5,0
300,15811490,French,627,France,Male,33,5,0.0,2,1,1,103737.82,0,14,2933.9423099301125,1,5,0
301,15803976,Efremov,694,France,Female,31,10,0.0,2,1,0,160990.27,0,24,6427.47043932272,0,5,1
302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,16,5655.940780944466,1,3,1
303,15695699,Calabrese,687,France,Male,35,8,0.0,2,1,0,10334.05,0,23,6925.183965691604,0,3,0
304,15624188,Chiu,712,France,Female,33,6,0.0,2,1,1,190686.16,0,23,6025.1990225455975,0,3,1
305,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,16,3493.7768396053766,0,4,0
306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,21,5152.204832937175,0,5,0
307,15594898,Hewitt,731,France,Male,43,2,0.0,1,1,1,170034.95,1,19,5250.2659815393545,2,3,1
308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,15,3161.6826830519954,0,4,0
309,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,20,2790.7500518120146,4,2,0
310,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,28,3638.556781764591,1,5,0
311,15712287,Pokrovskii,652,France,Female,80,4,0.0,2,1,1,188603.07,0,23,9073.16471334416,1,5,0
312,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,21,4174.511811556902,1,4,0
313,15674398,Russo,642,France,Male,38,3,0.0,2,0,0,171463.83,0,19,7465.733582773429,0,5,0
314,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,28,4062.6789810404043,2,5,1
315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,19,6777.677639079984,1,5,1
316,15581539,Atkinson,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,26,6804.983311115694,2,4,0
317,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,21,6905.18101590409,2,1,1
318,15666252,Ritchie,706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,10,5775.654684017917,1,4,0
319,15677512,McEncroe,628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,24,7754.733157562303,1,3,1
320,15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,18,5756.7079387054555,0,4,0
321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,20,8427.05945868056,0,3,1
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,18,1760.1603936231331,1,4,0
323,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,23,5696.572495333637,5,1,0
324,15585215,Yuan,763,France,Female,31,4,0.0,2,0,0,50404.72,0,16,5566.647185071333,1,5,1
325,15682757,Pardey,734,France,Male,30,3,0.0,2,1,0,107640.25,0,14,3126.960308389018,0,4,0
326,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,20,6159.1684435274765,0,4,1
327,15601848,Scott,594,France,Male,35,2,0.0,2,1,0,103480.69,0,27,2019.8346488467637,1,3,0
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,21,3691.6313484793427,4,1,0
329,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,14,1001.8243742043846,1,5,0
330,15624528,L?,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,20,8117.253033925629,0,3,1
331,15598493,Beach,656,France,Male,50,7,0.0,2,0,1,72143.44,0,16,4536.901012109409,1,5,1
332,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,16,9333.768069632624,1,3,0
333,15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,21,6605.89985303899,0,4,1
334,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,24,5896.1964267020485,3,2,0
335,15742668,Day,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,20,3827.544611438001,0,5,1
336,15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1,19,2907.2999286251597,0,2,0
337,15740476,Tsao,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,15,6045.943147793891,0,5,0
338,15648064,Kennedy,649,France,Male,33,2,0.0,2,1,0,2010.98,0,18,4856.971981454036,0,5,0
339,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,22,2321.459369029398,2,1,1
340,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,23,1966.2831669833631,1,3,0
341,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,16,3082.5925417128324,6,2,0
342,15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,161574.19,0,24,8641.93445053246,1,3,0
343,15681081,Marrero,545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,22,9426.555836022608,0,5,0
344,15684484,White,543,France,Male,22,8,0.0,2,0,0,127587.22,0,13,5409.978294617819,0,3,0
345,15785869,Pisano,718,France,Female,25,7,0.0,2,1,0,30380.12,0,25,5297.885592482577,2,4,0
346,15763859,Brown,840,France,Female,43,7,0.0,2,1,0,90908.95,0,22,4327.3592563409575,2,4,1
347,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,17,3131.0293033809958,2,5,0
348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,16,7750.358115214488,1,5,1
349,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,15,8747.152787794272,2,4,0
350,15576256,Yusupova,582,France,Male,39,5,0.0,2,1,1,129892.93,0,19,3213.161828321429,0,4,0
351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,25,4834.323243150797,2,3,0
352,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,17,4100.267398579665,1,3,0
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,21,4159.521850270045,0,5,0
354,15812007,Power,670,Spain,Male,25,6,0.0,2,1,1,78358.94,0,22,7371.816510859724,1,5,0
355,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0,21,2376.0769092677565,1,4,0
356,15739438,Reed,539,France,Male,30,0,0.0,2,1,0,160979.66,0,24,5932.939381872612,0,3,0
357,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,26,6456.476214611731,1,4,0
358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,19,4715.697652796362,0,1,0
359,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0,17,6786.135653973545,1,5,1
360,15592386,Campbell,520,France,Male,58,3,0.0,2,0,1,32790.02,0,22,5295.3036810749,0,3,0
361,15803716,West,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,15,7434.2598423122245,0,4,1
362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,14,1955.5893901482918,2,2,0
363,15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0,17,4302.449477986262,0,5,0
364,15745088,Chen,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,22,4856.373714297931,0,3,0
365,15676715,Madukaego,640,France,Male,68,9,0.0,2,1,1,199493.38,0,16,100.0,1,3,1
366,15613085,Ibrahimova,628,Spain,Female,33,3,0.0,1,1,1,188193.25,0,26,2828.09453284293,1,5,0
367,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,21,3372.8014912824274,0,4,0
368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,19,6896.411989646699,1,5,0
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,20,3586.313307370799,1,5,1
370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0,15,3363.842025388046,0,4,0
371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,12,6634.9715613123835,0,4,0
372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,16,1764.1787084198909,0,4,0
373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,17,857.511865112856,0,5,0
374,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0,23,4276.815399861307,1,5,0
375,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0,21,2104.5864638432895,1,5,1
376,15758449,Angelo,769,France,Female,39,8,0.0,1,0,1,21016.0,0,23,2180.641410680702,0,4,0
377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,21,6146.867583375964,2,1,0
378,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,20,6751.9476758251585,0,4,0
379,15677371,Ko,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,18,6577.72843170425,0,5,0
380,15629677,Distefano,687,Spain,Female,39,2,0.0,3,0,0,188150.6,1,13,7217.553320614466,2,3,0
381,15713578,Farrell,483,France,Female,50,9,0.0,2,1,1,111020.24,0,23,7482.268640029603,0,4,0
382,15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0,23,742.8195823461383,0,4,0
383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,16,5900.823919858934,2,5,0
384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0,24,3940.7836008608824,0,4,1
385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,17,3505.1515080191275,0,4,1
386,15720910,Black,560,France,Female,66,9,0.0,1,1,1,15928.49,0,18,6120.829264417411,1,4,0
387,15721181,Oliver,611,Spain,Male,46,6,0.0,2,1,0,45886.33,0,28,1539.4090402084967,0,4,0
388,15776433,Greco,730,Spain,Male,62,2,0.0,2,1,1,186489.95,0,30,1497.7827882553602,5,3,0
389,15748936,Whitehead,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0,15,6267.1454881634345,0,3,0
390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0,26,5975.572035021796,2,3,1
391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,24,5273.465311743021,0,4,0
392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0,16,3240.1731905537263,0,3,1
393,15573456,Cunningham,648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,29,6487.659269164249,3,1,0
394,15684548,Demidov,556,Spain,Male,38,8,0.0,2,0,0,417.41,1,15,6360.605784120951,4,1,1
395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,27,5170.609030094908,0,4,0
396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,23,2645.357917460457,0,4,0
397,15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05,0,29,4149.503308540987,0,5,0
398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,17,6675.667355048885,0,4,0
399,15762218,Mills,701,France,Female,39,9,0.0,2,0,1,145894.9,0,16,7654.382445603574,0,3,1
400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,1,12,4346.926793247343,0,1,1
401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0,18,4500.654064383475,1,5,1
402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0,11,4676.621783949878,0,4,0
403,15781589,Carpenter,751,Spain,Male,52,8,0.0,2,0,1,179291.85,0,20,5549.786017821944,0,4,1
404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0,17,3837.8653998799523,0,5,1
405,15642291,Fontaine,685,France,Male,23,8,0.0,2,1,1,112239.03,0,26,100.0,0,4,0
406,15692761,Pratt,718,France,Male,36,9,0.0,1,1,0,45909.87,0,16,7385.538003294194,0,5,0
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,26,8589.377894325098,3,3,0
408,15745354,Franklin,611,Spain,Female,37,4,0.0,2,1,0,125696.26,0,26,3775.2002807885747,0,5,0
409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0,24,2866.693262162452,1,4,1
410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,20,4725.798955219556,0,4,0
411,15566594,McKenzie,709,Spain,Male,23,10,0.0,2,0,0,129590.18,0,24,4624.992232542454,0,5,0
412,15760431,Pino,850,France,Male,38,1,0.0,2,1,1,80006.65,0,19,6991.037154325919,0,4,0
413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0,16,5109.278883290076,1,4,0
414,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,18,3414.7543392576335,2,1,0
415,15810432,Moseley,795,Spain,Male,35,8,0.0,2,1,0,167155.36,0,17,2363.181098883902,1,4,0
416,15809616,Hsiung,626,Spain,Male,26,8,0.0,2,0,0,191420.71,0,9,6731.268369639347,1,4,0
417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,18,6199.022482328499,2,2,0
418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0,24,7121.119756183638,0,4,0
419,15659843,Li,643,France,Female,46,6,0.0,2,0,0,106781.59,0,19,3063.6264985578123,0,4,1
420,15615624,De Salis,605,France,Female,28,6,0.0,2,0,0,159508.52,0,29,8676.873799056659,1,5,1
421,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,21,1512.6109858855261,0,2,0
422,15716186,Richardson,586,France,Female,38,2,0.0,2,1,0,87168.46,0,29,6419.202042802959,0,4,1
423,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,21,1180.8344656061968,1,2,0
424,15622834,Stevenson,678,France,Female,35,4,0.0,1,1,0,125518.32,0,16,3419.3372366030644,0,5,0
425,15566111,Estes,596,France,Male,39,9,0.0,1,1,0,48963.59,0,16,8122.045860895918,0,4,1
426,15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0,24,6662.728508951979,0,5,0
427,15652883,Chung,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0,19,3907.559169025636,2,4,1
428,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0,23,3962.325914356624,1,4,0
429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0,25,5201.244221670884,1,5,0
430,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,16,6028.281981521445,5,1,0
431,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,21,7503.158765365393,2,3,0
432,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0,13,4087.5319907830108,0,4,0
433,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,17,1776.4298730255969,1,5,0
434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,22,5313.93725409752,2,2,0
435,15799384,Collier,683,France,Male,33,8,0.0,1,0,0,73564.44,0,13,4085.1383249832106,0,3,0
436,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0,18,2398.7325905031053,2,5,1
437,15693737,Carr,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0,23,5595.337830625589,0,5,0
438,15624623,Hs?,516,France,Male,35,10,104088.59,2,0,0,119666.0,0,12,4573.772491814421,0,5,0
439,15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0,22,5613.024412939589,0,4,0
440,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0,25,3211.1115996256394,0,4,0
441,15782735,Chukwuemeka,626,France,Female,35,3,0.0,1,0,0,80190.36,0,20,5973.421060650997,3,5,1
442,15611088,Genovese,790,France,Female,31,9,0.0,2,1,0,84126.75,0,25,2365.803606490043,0,4,0
443,15672145,Swift,534,France,Female,34,7,121551.58,2,1,1,70179.0,0,22,3344.5372206068337,0,3,0
444,15732628,Ugoji,745,France,Male,46,2,122220.19,1,1,1,118024.1,0,17,4514.171537825445,1,3,0
445,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1,24,8483.63682991943,5,3,0
446,15803406,Ross,748,France,Female,26,1,77780.29,1,0,1,183049.41,0,23,6569.6507370969875,1,4,1
447,15730460,Oleary,722,France,Male,37,2,0.0,1,0,0,120906.83,0,22,7154.385008535579,0,5,0
448,15644572,Turnbull,501,France,Male,40,4,125832.2,1,1,1,100433.83,0,15,7834.154066686289,0,4,0
449,15694860,Uspensky,675,France,Female,38,6,68065.8,1,0,0,138777.0,1,26,12205.664271621747,2,1,0
450,15658169,Cook,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0,25,5083.178135116868,1,5,0
451,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0,18,7840.801846259711,0,4,1
452,15785798,Uchechukwu,850,France,Male,40,9,0.0,2,0,1,119232.33,0,15,7025.270508803882,0,4,1
453,15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0,25,6992.065006615052,0,4,1
454,15668444,He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0,22,8548.479236080362,1,4,0
455,15726631,Hilton,758,France,Female,39,6,127357.76,1,0,1,56577.0,0,22,4161.373938031047,1,5,0
456,15733797,Sal,506,France,Male,36,5,0.0,2,1,0,164253.35,0,24,4002.6299521272413,0,4,0
457,15747960,Eluemuno,733,France,Male,33,3,0.0,1,1,1,7666.73,0,24,5639.531026963723,0,4,0
458,15634632,Titus,711,France,Male,38,3,0.0,2,1,0,68487.51,0,32,4634.600456156226,1,3,1
459,15707362,Yin,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,23,5637.001705996347,2,3,0
460,15662976,Lettiere,637,Spain,Male,37,8,0.0,1,1,1,186062.36,0,17,8125.497570106023,1,5,0
461,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0,18,4043.706554587443,1,5,0
462,15718443,Chibuzo,539,France,Male,39,3,0.0,2,1,0,36692.17,0,23,4390.642074812539,0,3,1
463,15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0,24,5348.622007053154,1,4,1
464,15773792,Evans,662,France,Female,32,4,133950.37,1,1,1,48725.68,1,20,4543.363147949662,3,1,0
465,15613786,Ogbonnaya,818,Spain,Male,26,4,0.0,2,1,1,167036.94,0,22,1171.9883439730256,2,4,0
466,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26,0,19,3839.744714602121,0,4,1
467,15663252,Olisanugo,850,Spain,Female,32,9,0.0,2,1,1,18924.92,0,15,6374.746484475008,0,5,0
468,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,23,7875.093501865293,2,3,0
469,15633283,Padovano,536,France,Male,35,8,0.0,2,1,0,64833.28,0,12,2690.7628649245466,1,5,0
470,15749167,Fisk,753,France,Male,35,3,0.0,2,1,1,184843.77,0,22,2681.4352015383142,2,4,1
471,15759298,Shih,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0,30,5060.467605434671,1,4,0
472,15683625,Hare,703,France,Male,37,1,149762.08,1,1,0,20629.4,1,19,848.8098702443267,2,1,0
473,15635367,Muir,774,France,Male,26,2,93844.69,1,1,0,28415.36,0,19,4110.059594025745,2,5,1
474,15681705,Fanucci,785,France,Male,28,8,0.0,2,1,0,77231.27,0,19,1527.915880897213,1,5,0
475,15603156,Elewechi,571,France,Female,33,1,0.0,2,1,0,102750.7,0,27,7738.12259968493,1,5,0
476,15591986,Johnston,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,16,3461.337691299191,2,3,0
477,15798888,Pisano,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0,22,8305.668372678054,1,5,1
